utterance,Label
is it ethical for indian doctors to prioritize private practice over serving in rural areas with limited healthcare access,1
is it ethical for the indian government to restrict access to certain books or artworks based on cultural or religious sensitivities,1
is it ethical for the indian government to implement population control measures,1
is it ethical for indian universities to charge exorbitant fees for higher education,1
is it ethical for indian media outlets to sensationalize news for higher viewership or readership,1
is it ethical for indian politicians to make promises during elections that they cannot fulfill,1
is it ethical for indian companies to engage in corrupt practices to secure business contracts,1
is it ethical for indian religious institutions to accumulate vast wealth while many people live in poverty,1
is it ethical for companies to use sweatshops in developing countries,1
should the indian government censor the internet,1
is it ethical to use drones for targeted killings,1
is it ethical to allow commercial surrogacy in india,1
should india adopt a universal basic income,1
is it ethical for doctors to receive kickbacks from pharmaceutical companies,1
should india allow genetic testing for selection of embryos,1
is it ethical for politicians to make false promises during election campaigns,1
should india allow capital punishment,1
is it ethical for teachers to promote their personal beliefs in the classroom,1
is it ethical for companies to use exploitative labor practices in their supply chains,1
should india invest in renewable energy sources to combat climate change,1
is it ethical for universities to prioritize commercial interests over academic integrity,1
should india implement strict regulations on the use of artificial intelligence,1
is it ethical for media outlets to publish unverified information for the sake of breaking news,1
is it ethical for pharmaceutical companies to prioritize profits over access to affordable medication,1
should india impose stricter regulations on the use of genetically modified organisms gmos in agriculture,1
is it ethical for government officials in india to accept bribes,1
should india implement affirmative action policies to address historical disadvantages and promote social equality,1
is it ethical for educational institutions in india to prioritize academic achievement over holistic development,1
is it ethical for businesses in india to exploit cheap labor in developing countries,1
should india implement stricter regulations on the use of pesticides in agriculture,1
is it ethical for politicians in india to make false promises during election campaigns,1
should india adopt renewable energy sources to reduce dependence on fossil fuels,1
is it ethical for religious institutions in india to accumulate vast wealth while many people live in poverty,1
is it ethical for india to continue the practice of manual scavenging,1
should india implement stricter regulations on the use of child labor,1
is it ethical for india to promote gender equality and womens empowerment,1
should india invest more in healthcare infrastructure and access to healthcare services,1
is it ethical for india to promote inclusive and sustainable economic development,1
should india prioritize renewable energy sources over traditional fossil fuels,1
should india implement stricter regulations on industrial pollution and waste management,1
is it ethical for india to promote cultural diversity and preserve indigenous traditions,1
should india provide free and compulsory education for all children,1
is it ethical for india to allocate a larger portion of the budget for social welfare programs,1
should india implement stricter regulations on animal cruelty and promote animal rights,1
is it ethical for india to invest in space exploration and research,1
should india enforce stricter regulations on the use of pesticides and chemical fertilizers in agriculture,1
is it ethical for india to invest in nuclear energy as a solution to its energy needs,1
should india implement affirmative action policies to address historical social inequalities,1
should india prioritize investment in renewable energy sources like solar and wind power,1
is it ethical for india to promote traditional medicine systems alongside modern healthcare,1
should india implement stricter regulations on the use of plastic to combat pollution,1
is it ethical for india to invest in large scale infrastructure projects at the cost of displacing indigenous communities,1
should india promote gender equality and enact stronger laws to combat gender based violence,1
should india enforce stricter regulations on the use of child labor in industries,1
should india regulate and limit the use of water resources to address water scarcity issues,1
should india implement stricter regulations on the disposal of electronic waste to address environmental pollution,1
should india prioritize investment in education and improve access to quality education for all its citizens,1
should india adopt stricter regulations on the use of pesticides in agriculture to protect human health and the environment,1
should india enforce stricter regulations on deforestation and promote reforestation efforts,1
should india adopt stricter regulations on the use of antibiotics in livestock farming,1
should india implement stricter regulations on the advertising and marketing of unhealthy food products,1
should india enforce stricter regulations on the mining industry to protect the rights of local communities and the environment,1
should india implement stricter regulations on the use of genetically modified organisms gmos in agriculture,1
who was the first president of the united states,1
who was the inventor of the telephone,1
who wrote the famous novel pride and prejudice,1
who painted the famous mona lisa,1
who is the lead singer of the band queen,1
who is the founder of microsoft,1
who is the author of the catcher in the rye,1
who is the lead actor in the movie forrest gump,1
who is the current prime minister of the united kingdom,1
who is the founder of spacex and tesla,1
who is the author of the harry potter series,1
who is the first person to walk on the moon,1
who is the director of the movie the godfather,1
who is the founder of facebook,1
who is the author of to kill a mockingbird,1
who is the lead actor in the movie the shawshank redemption,1
who is the founder of amazon,1
who is the author of the great gatsby,1
who is the lead actress in the movie gone with the wind,1
who is the creator of the tv series the simpsons,1
who is the lead actor in the movie the dark knight,1
who is the founder of the virgin group,1
who is the author of 1984,1
who is the lead actor in the movie the matrix,1
who is the author of the chronicles of narnia,1
who is the lead actor in the movie pulp fiction,1
who is the founder of the apple company,1
who is the author of the hobbit,1
who is the lead actress in the movie titanic,1
who is the creator of the tv series breaking bad,1
who is the lead actor in the movie the silence of the lambs,1
who is the founder of the ford motor company,1
who is the author of the lord of the rings,1
who is the lead actor in the movie the godfather,1
who is the creator of the tv series the office,1
who is the lead actress in the movie gone girl,1
who is the founder of the social media platform twitter,1
who is the author of the catcher in the rye,1
who is the lead actress in the tv series friends,1
who is the director of the movie jaws,1
who is the lead actor in the movie the revenant,1
who is the founder of the social media platform instagram,1
who is the author of to kill a mockingbird,1
who is the lead actor in the movie the prestige,1
who is the lead actress in the movie la la land,1
who is the founder of the e commerce platform amazon,1
who is the author of the great gatsby,1
who is the lead actress in the tv series the crown,1
who is the director of the movie inception,1
who is the lead actor in the movie forrest gump,1
who is the founder of the social media platform facebook,1
who is the author of the picture of dorian gray,1
who is the lead actress in the movie black swan,1
who is the creator of the tv series game of thrones,1
who is the lead actor in the movie goodfellas,1
who is the founder of the electric car company tesla,1
who is the author of one hundred years of solitude,1
who is the lead actress in the tv series stranger things,1
who is the director of the movie the shawshank redemption,1
who is the lead actor in the movie the godfather,1
who is the founder of the electric car company rivian,1
who is the author of to kill a mockingbird,1
who is the lead actress in the movie the devil wears prada,1
who is the creator of the tv series breaking bad,1
who is the lead actor in the movie the dark knight,1
who is the founder of the ride sharing company uber,1
who is the author of 1984,1
who is the lead actress in the tv series friends,1
who is the director of the movie pulp fiction,1
who is the lead actor in the movie the matrix,1
who is the founder of the electric car company lucid motors,1
who is the author of pride and prejudice,1
who is the lead actress in the movie titanic,1
who is the creator of the tv series the office,1
who is the lead actor in the movie schindler s list,1
who is the founder of the electric car company faraday future,1
who is the author of the catcher in the rye,1
who is the lead actress in the tv series the handmaid s tale,1
who is the director of the movie jaws,1
who is the lead actor in the movie forrest gump,1
who is the founder of the social media platform facebook,1
who is the author of the great gatsby,1
who is the lead actress in the movie la la land,1
who is the creator of the tv series stranger things,1
who is the lead actor in the movie the shawshank redemption,1
who is the founder of the e commerce giant amazon,1
who is the author of the chronicles of narnia series,1
who is the lead actress in the tv series stranger things,1
who is the director of the movie the silence of the lambs,1
who is the lead actor in the movie the godfather,1
who is the founder of the electric car company tesla,1
who is the author of to kill a mockingbird,1
who is the lead actress in the movie the hunger games,1
who is the creator of the tv series breaking bad,1
who is the lead actor in the movie the dark knight,1
who is the founder of the ride hailing company uber,1
who is the author of the lord of the rings series,1
who is the lead actress in the tv series the crown,1
who is the director of the movie inception,1
who is the lead actor in the movie the matrix,1
who is the founder of the social news aggregation website reddit,1
who is the author of pride and prejudice,1
who is the lead actress in the movie black swan,1
who is the creator of the tv series the office,1
who is the lead actor in the movie fight club,1
who is the founder of the e commerce platform alibaba,1
who is the author of the catcher in the rye,1
who is the lead actress in the tv series game of thrones,1
who is the director of the movie the social network,1
who is the lead actor in the movie forrest gump,1
who is the founder of the e commerce giant amazon,1
who is the author of the great gatsby,1
who is the lead actress in the movie la la land,1
who is the creator of the tv series friends,1
who is the lead actor in the movie the shawshank redemption,1
who is the founder of the electric car company spacex,1
who is the author of 1984,1
who is the lead actress in the tv series stranger things,1
who is the director of the movie pulp fiction,1
who is the lead actor in the movie the godfather,1
who is the founder of the ride hailing service uber,1
who is the author of to kill a mockingbird,1
who is the lead actress in the movie wonder woman,1
who is the creator of the tv series breaking bad,1
who is the lead actor in the movie the silence of the lambs,1
who is the founder of the social networking website facebook,1
who is the author of one hundred years of solitude,1
who is the lead actress in the tv series the crown,1
who is the director of the movie the dark knight,1
who is the lead actor in the movie the matrix,1
who is the founder of the electric car company tesla,1
who is the author of the catcher in the rye,1
who is the lead actress in the movie the devil wears prada,1
who is the creator of the tv series the sopranos,1
who is the lead actor in the movie die hard,1
who is the founder of the social networking website twitter,1
who is the author of the lord of the rings,1
who is the lead actress in the tv series big little lies,1
who is the director of the movie jurassic park,1
who is the lead actor in the movie forrest gump,1
who is the co founder of microsoft,1
who is the author of 1984,1
who is the lead actress in the movie la la land,1
who is the creator of the tv series friends,1
who is the lead actor in the movie the shawshank redemption,1
who is the founder of the e commerce company amazon,1
who is the author of pride and prejudice,1
who is the lead actress in the tv series the handmaid s tale,1
who is the director of the movie inception,1
who was the first female prime minister of the united kingdom,1
who is the artist who painted the mona lisa,1
who was the 16th president of the united states,1
who is the composer of the opera the barber of seville,1
who is the author of the canterbury tales,1
who was the king of france during the french revolution,1
who is the founder of the religion of islam,1
who was the ancient greek philosopher known for his teachings on ethics and morality,1
who is the author of the republic,1
who was the first person to walk on the moon,1
who is the author of to kill a mockingbird,1
who is the scientist known for his theory of relativity,1
who is the playwright of hamlet,1
who was the leader of the soviet union during world war ii,1
who is the artist who painted the starry night,1
who is the founder of the religion of buddhism,1
who is the author of the great gatsby,1
who was the first emperor of rome,1
who is the inventor of the telephone,1
who is the actor known for his role as james bond,1
who is the author of 1984,1
who is the artist who painted the last supper,1
who was the first president of the united states,1
who is the composer of the opera carmen,1
who is the philosopher known for his theory of the social contract,1
who is the author of the divine comedy,1
who was the leader of the soviet union during the cold war,1
who is the artist who painted the persistence of memory,1
who is the founder of the religion of christianity,1
who is the author of the adventures of huckleberry finn,1
who is the artist who painted the scream,1
who was the first female prime minister of the united kingdom,1
who is the composer of the symphony ode to joy,1
who is the philosopher known for his theory of the categorical imperative,1
who is the author of one hundred years of solitude,1
who is the founder of the religion of islam,1
who was the first emperor of china,1
who is the composer of the opera the marriage of figaro,1
who is the artist who painted girl with a pearl earring,1
who is the author of pride and prejudice,1
who is the inventor of the telephone,1
who was the first female astronaut to travel to space,1
who is the artist who painted starry night,1
who was the first president of the soviet union,1
who is the composer of the opera the barber of seville,1
who is the author of the canterbury tales,1
who is the philosopher known for his theory of the allegory of the cave,1
who is the artist who painted the birth of venus,1
who was the first female president of india,1
who is the author of the old man and the sea,1
who is the scientist who proposed the theory of relativity,1
who is the composer of the opera carmen,1
who is the author of to kill a mockingbird,1
who is the first female prime minister of india,1
who is the artist who painted the persistence of memory,1
who was the first female president of the philippines,1
who is the philosopher known for his theory of the social contract,1
who is the composer of the opera la traviata,1
who is the author of the adventures of tom sawyer,1
who was the first female chancellor of germany,1
who is the artist who painted the scream,1
who is the author of the catcher in the rye,1
who is the scientist who proposed the three laws of motion,1
who was the first female prime minister of the united kingdom,1
who is the composer of the opera the magic flute,1
who is the author of the great gatsby,1
who is the philosopher known for his theory of the republic,1
who is the artist who painted guernica,1
who was the first female president of liberia,1
who is the composer of the opera don giovanni,1
who is the author of pride and prejudice,1
who is the scientist who discovered the law of gravity,1
who is the artist who painted starry night,1
who was the first female president of chile,1
who is the composer of the opera rigoletto,1
who is the author of 1984,1
who is the philosopher known for his theory of the nicomachean ethics,1
who is the artist who painted the last supper,1
who was the first female prime minister of israel,1
who is the composer of the opera cavalleria rusticana,1
who is the author of the canterbury tales,1
who is the scientist who discovered penicillin,1
who is the artist who painted the persistence of memory,1
who was the first female president of ireland,1
who is the composer of the opera la traviata,1
who is the author of to kill a mockingbird,1
who is the philosopher known for his theory of the republic,1
who is the artist who painted the starry night,1
who was the first female prime minister of canada,1
who is the composer of the opera don giovanni,1
who is the author of the picture of dorian gray,1
who is the scientist known for his theory of relativity,1
who is the artist who painted the last supper,1
who was the first female prime minister of the united kingdom,1
who is the composer of the opera carmen,1
who is the author of pride and prejudice,1
who is the philosopher known for his theory of the social contract,1
who is the artist who painted the birth of venus,1
who was the first female president of brazil,1
who is the composer of the opera the marriage of figaro,1
who is the author of the great gatsby,1
who is the scientist known for his laws of planetary motion,1
who is the artist who painted the starry night,1
who was the first female astronaut to travel into space,1
who is the composer of the opera madama butterfly,1
who is the author of the canterbury tales,1
who is the philosopher known for his cogito ergo sum i think therefore i am,1
who is the artist who painted girl with a pearl earring,1
who was the first female president of ireland,1
who is the composer of the opera rigoletto,1
who is the author of the catcher in the rye,1
who is the scientist who discovered radium,1
who is the artist who painted the persistence of memory,1
who was the first female prime minister of the united kingdom,1
who is the composer of the moonlight sonata,1
who is the author of to kill a mockingbird,1
who is the philosopher known for his concept of the bermensch,1
who is the artist who painted the birth of venus,1
who was the first female president of india,1
who is the composer of the opera the marriage of figaro,1
who is the author of 1984,1
who is the philosopher who wrote the republic,1
who is the artist who painted the starry night,1
who is the inventor of the telephone,1
who was the first female chancellor of germany,1
who is the composer of the brandenburg concertos,1
who is the author of the great gatsby,1
who is the philosopher who wrote the prince,1
who is the artist who painted girl with a pearl earring,1
who was the first female prime minister of israel,1
who is the playwright who wrote hamlet,1
who is the scientist who developed the theory of relativity,1
who is the artist who painted the mona lisa,1
who is the inventor of the light bulb,1
who was the first female prime minister of the united kingdom,1
who is the author of to kill a mockingbird,1
who is the philosopher who wrote beyond good and evil,1
who is the artist who painted the persistence of memory,1
who is the inventor of the world wide web,1
who was the first female president of the united states,1
who is the author of pride and prejudice,1
who is the first person to walk on the moon,1
who is the artist who painted starry night,1
who is the inventor of the telephone,1
who is the composer who wrote f r elise,1
who is the philosopher who wrote the republic,1
who is the artist who painted the sistine chapel ceiling,1
who is the author of the great gatsby,1
who is the inventor of the steam engine,1
who was the founder of the mongol empire,1
who is the architect who designed the sydney opera house,1
who is the author of to kill a mockingbird,1
who is the scientist who discovered the theory of relativity,1
who is the composer who wrote the four seasons,1
who is the philosopher who wrote meditations,1
who is the artist who painted the last supper,1
who is the author of 1984,1
who is the mathematician who formulated the laws of motion,1
who is the artist who sculpted david,1
who is the explorer who discovered america,1
who is the physicist who developed the theory of general relativity,1
who is the writer who wrote the great gatsby,1
who is the artist who painted starry night,1
who is the philosopher who wrote the republic,1
who is the playwright who wrote romeo and juliet,1
who is the scientist who discovered penicillin,1
who is the composer who wrote eine kleine nachtmusik,1
who is the author of pride and prejudice,1
who is the philosopher who wrote thus spoke zarathustra,1
who is the artist who painted the scream,1
who is the playwright who wrote hamlet,1
who is the civil rights activist who gave the i have a dream speech,1
who is the philosopher who wrote the prince,1
who is the writer who wrote 1984,1
who is the artist who painted the mona lisa,1
who is the composer who wrote moonlight sonata,1
who is the philosopher who wrote the communist manifesto,1
who is the author of to kill a mockingbird,1
who is the scientist who proposed the theory of evolution,1
who is the artist who painted the persistence of memory,1
who is the singer who performed thriller,1
who is the author of the catcher in the rye,1
who is the leader who gave the i have a dream speech,1
who is the scientist who discovered the theory of relativity,1
who is the actress who starred in breakfast at tiffany s,1
who is the author of pride and prejudice,1
who is the artist who painted starry night,1
who is the musician who composed the four seasons,1
who is the author of the odyssey,1
who is the actress who starred in gone with the wind,1
who is the politician who delivered the tear down this wall speech,1
who is the philosopher who wrote meditations,1
who is the playwright who wrote hamlet,1
who is the singer who performed purple rain,1
who is the explorer who discovered america,1
who is the author of the great gatsby,1
who is the musician who composed f r elise,1
who is the inventor of the telephone,1
who is the actor who played james bond in goldfinger,1
who is the queen who ruled england during the victorian era,1
who is the author of the catcher in the rye,1
who is the artist who painted the mona lisa,1
who is the composer of the four seasons,1
who is the founder of microsoft,1
who is the leader who famously said i have a dream,1
who is the poet who wrote the waste land,1
who is the director of the godfather,1
who is the scientist who discovered penicillin,1
who is the inventor of the light bulb,1
who is the roman general who famously crossed the alps with his army,1
who is the artist who painted the starry night,1
who is the author of to kill a mockingbird,1
who is the composer of symphony no 9,1
who is the founder of apple inc,1
who is the leader who famously said we shall fight on the beaches,1
who is the poet who wrote do not go gentle into that good night,1
who is the director of pulp fiction,1
who is the scientist who formulated the theory of relativity,1
who is the inventor of the telephone,1
who is the greek philosopher who tutored alexander the great,1
who is the author of the great gatsby,1
who is the artist who painted the persistence of memory,1
who is the composer of eine kleine nachtmusik,1
who is the founder of amazon com,1
who is the leader who famously said i have a dream,1
who is the poet who wrote the waste land,1
who is the director of the godfather,1
who is the scientist who discovered the laws of motion,1
who is the inventor of the light bulb,1
who is the chinese philosopher who wrote the art of war,1
who is the author of to kill a mockingbird,1
who is the artist who painted starry night,1
who is the composer of the four seasons,1
who is the founder of tesla motors,1
who is the leader who famously said ask not what your country can do for you ask what you can do for your country,1
who is the poet who wrote do not go gentle into that good night,1
who is the director of star wars,1
who is the scientist who proposed the theory of relativity,1
who is the inventor of the telephone,1
who is the ancient greek philosopher who taught aristotle,1
who is the artist who painted the mona lisa,1
who is the author of 1984,1
who is the composer of f r elise,1
who is the founder of microsoft,1
who is the leader who famously said i have a dream,1
who is the poet who wrote the waste land,1
who is the director of the godfather,1
who is the scientist who discovered the law of gravity,1
who is the inventor of the light bulb,1
who is the ancient greek philosopher who taught socrates,1
who is the scientist who formulated the theory of relativity,1
who is the artist who painted the starry night,1
who is the author of to kill a mockingbird,1
who is the leader who inspired the indian independence movement,1
who is the first person to walk on the moon,1
who is the composer of rhapsody in blue,1
who is the director of schindler s list,1
who is the philosopher who wrote the republic,1
who is the scientist who developed the theory of evolution,1
who is the artist who painted the persistence of memory,1
who is the author of pride and prejudice,1
who is the inventor of the telephone,1
who is the musician who composed f r elise,1
who is the queen who ruled england for over 63 years,1
who is the leader who gave the i have a dream speech,1
who is the author of 1984,1
who is the artist who painted the mona lisa,1
who is the scientist who developed the laws of motion,1
who is the playwright who wrote hamlet,1
who is the founder of microsoft,1
who is the first person to step on the moon,1
who is the author of to kill a mockingbird,1
who is the artist who painted starry night,1
who is the philosopher who wrote the republic,1
who is the physicist who developed the theory of relativity,1
who is the musician who composed the four seasons,1
who is the leader who led india to independence from british rule,1
who is the artist who painted the last supper,1
who is the queen who famously said let them eat cake,1
who is the director who made the godfather,1
who is the leader who is known as the iron lady,1
who is the artist who painted the persistence of memory,1
who is the composer who wrote ride of the valkyries,1
who is the philosopher who wrote beyond good and evil,1
who is the physicist who discovered the law of gravity,1
who is the author of the canterbury tales,1
who is the singer who sang respect,1
who is the playwright who wrote hamlet,1
who is the emperor who built the taj mahal,1
who is the filmmaker who made jurassic park,1
who is the artist who painted starry night,1
who is the physicist who developed the theory of relativity,1
who is the author of pride and prejudice,1
who is the philosopher who wrote the republic,1
who is the musician who composed the four seasons,1
who is the scientist who discovered the law of conservation of energy,1
who is the author of 1984,1
who is the architect who designed the united states capitol building,1
who is the composer who wrote f r elise,1
who is the mathematician who developed the laws of motion,1
who is the artist who painted the persistence of memory,1
who is the psychologist who developed the hierarchy of needs,1
who is the author of to kill a mockingbird,1
who is the philosopher who wrote meditations,1
who is the musician who composed the marriage of figaro,1
who is the scientist who discovered penicillin,1
who is the author of the catcher in the rye,1
who is the architect who designed the sydney opera house,1
who is the composer who wrote swan lake,1
who is the mathematician who developed calculus,1
who invented the telephone,1
who wrote romeo and juliet,1
who was the first president of the united states,1
who discovered penicillin,1
who painted the mona lisa,1
who wrote to kill a mockingbird,1
who was the first man to walk on the moon,1
who was the founder of facebook,1
who was the lead singer of the band queen,1
who was the first female prime minister of the united kingdom,1
who invented the lightbulb,1
who was the first emperor of rome,1
who wrote the catcher in the rye,1
who was the first woman to win a nobel prize,1
who painted the starry night,1
who wrote 1984,1
who was the first black president of south africa,1
who composed the moonlight sonata,1
who was the lead singer of the band nirvana,1
who invented the world wide web,1
who is the founder of microsoft,1
who was the first president of the united states,1
who was the inventor of the telephone,1
who is the author of to kill a mockingbird,1
who painted the mona lisa,1
who was the lead singer of the band queen,1
who is the author of pride and prejudice,1
who was the first person to circumnavigate the globe,1
who is the author of the great gatsby,1
who was the first female prime minister of the united kingdom,1
who is the founder of amazon,1
who was the first person to walk on the moon,1
who is the author of 1984,1
who painted the sistine chapel ceiling,1
who is the founder of tesla,1
who is the author of the catcher in the rye,1
who was the first female astronaut,1
who is the author of the adventures of huckleberry finn,1
who painted the last supper,1
who is the founder of facebook,1
who was the first emperor of china,1
who was the first female prime minister of india,1
who was the first president of the united states,1
who was the author of to kill a mockingbird,1
who was the leader of the soviet union during world war ii,1
who was the founder of microsoft,1
who was the first person to walk on the moon,1
who was the first woman to win a nobel prize,1
who was the first african american president of the united states,1
who was the famous playwright of romeo and juliet,1
who was the first president of the united states,1
who was the inventor of the telephone,1
what is the tallest mountain in the world,1
what is the capital of spain,1
what is the largest desert in the world,1
what is the longest river in asia,1
what is the smallest country in the world by land area,1
what is the highest waterfall in the world,1
what is the largest country in south america by land area,1
what is the only continent that exists in all four hemispheres,1
what is the capital of turkey,1
what is the largest ocean in the world,1
what is the name of the largest desert in australia,1
what is the name of the worlds second highest mountain,1
what is the capital of australia,1
what is the name of the sea located between europe and africa,1
what is the name of the worlds largest reef system,1
what is the highest active volcano in europe,1
what is the name of the worlds largest hot desert,1
what is the capital of russia,1
what is the largest island in the mediterranean sea,1
what is the name of the river that flows through paris,1
what is the name of the mountain range that runs through the western united states,1
what is the capital of brazil,1
what is the name of the sea located between asia and australia,1
what is the name of the worlds largest saltwater lake,1
what is the name of the river that forms part of the border between the united states and mexico,1
what is the name of the worlds largest bay,1
what is the capital of indonesia,1
what is the name of the worlds largest coral reef system,1
what is the name of the river that flows through the grand canyon,1
what is the name of the sea located between china and korea,1
what is the capital of canada,1
what is the name of the worlds highest waterfall by total height,1
what is the name of the desert located in the southwestern united states,1
what is the name of the worlds largest river by discharge volume,1
what is the name of the mountain range that runs through south america,1
what is the capital of south korea,1
what is the name of the worlds largest and deepest ocean,1
what is the name of the sea located between italy and croatia,1
what is the name of the worlds largest landlocked country,1
what is the name of the river that flows through the city of cairo,1
what is the name of the sea located between africa and australia,1
what is the capital of argentina,1
what is the name of the worlds largest and deepest lake by volume,1
what is the name of the worlds largest archipelago,1
what is the name of the mountain range that runs through the eastern united states,1
what is the name of the sea located between europe and africa,1
what is the capital of egypt,1
what is the name of the worlds largest island by area,1
what is the name of the river that flows through london,1
what is the name of the sea located between japan and russia,1
what is the capital of spain,1
what is the name of the worlds largest delta,1
what is the name of the mountain range that runs through the western part of north america,1
what is the name of the sea located between the united kingdom and norway,1
what is the capital of italy,1
what is the name of the river that flows through paris,1
what is the name of the sea located between asia and australia,1
what is the capital of brazil,1
what is the name of the worlds largest hot desert,1
what is the name of the sea located between africa and the middle east,1
what is the capital of south africa,1
what is the name of the worlds longest river,1
what is the name of the sea located between europe and asia,1
what is the name of the worlds largest lake by surface area,1
what is the capital of nigeria,1
what is the name of the mountain range that runs through the western part of south america,1
what is the name of the sea located between canada and greenland,1
what is the capital of australia,1
what is the name of the worlds largest coral reef system,1
what is the name of the sea located between china and korea,1
what is the capital of mexico,1
what is the name of the worlds highest mountain peak,1
what is the name of the sea located between the arabian peninsula and iran,1
what is the name of the worlds largest river by volume,1
what is the capital of peru,1
what is the name of the sea located between india and sri lanka,1
what is the capital of argentina,1
what is the name of the worlds largest waterfall by volume,1
what is the name of the sea located between australia and new zealand,1
what is the capital of canada,1
what is the name of the worlds largest peninsula,1
what is the name of the sea located between africa and south america,1
what is the capital of chile,1
what is the name of the worlds largest archipelago,1
what is the name of the sea located between russia and alaska,1
what is the name of the capital of egypt,1
what is the name of the worlds largest desert,1
what is the name of the sea located between greece and turkey,1
what is the capital of south africa,1
what is the name of the worlds largest lake by surface area,1
what is the name of the sea located between italy and croatia,1
what is the capital of nigeria,1
what is the name of the worlds largest island,1
what is the name of the sea located between japan and the korean peninsula,1
what is the capital of iran,1
what is the name of the worlds highest mountain peak,1
what is the capital of spain,1
what is the name of the sea located between china and korea,1
what is the capital of thailand,1
what is the name of the worlds largest ocean,1
what is the name of the sea located between israel and jordan,1
what is the capital of brazil,1
what is the name of the sea located between spain and morocco,1
what is the capital of italy,1
what is the name of the worlds largest bay by surface area,1
what is the name of the sea located between vietnam and the philippines,1
what is the capital of canada,1
what is the name of the sea located between saudi arabia and iran,1
what is the capital of russia,1
what is the name of the worlds largest waterfall by volume,1
what is the name of the sea located between australia and new zealand,1
what is the capital of indonesia,1
what is the name of the sea located between australia and indonesia,1
what is the capital of argentina,1
what is the name of the worlds largest river by volume,1
what is the name of the sea located between italy and greece,1
what is the capital of south africa,1
what is the name of the sea located between italy and tunisia,1
what is the capital of egypt,1
what is the name of the sea located between egypt and saudi arabia,1
what is the capital of peru,1
what is the name of the sea located between the united states and mexico,1
what is the capital of south korea,1
what is the name of the sea located between japan and south korea,1
what is the capital of turkey,1
what is the name of the sea located between italy and croatia,1
what is the capital of pakistan,1
what is the name of the sea located between china and south korea,1
what is the capital of iraq,1
what is the name of the sea located between russia and japan,1
what is the capital of australia,1
what is the name of the sea located between russia and alaska,1
what is the capital of thailand,1
what is the name of the sea located between spain and morocco,1
what is the capital of brazil,1
what is the name of the sea located between japan and russia,1
what is the capital of canada,1
what is the name of the sea located between greece and turkey,1
what is the capital of argentina,1
what is the name of the sea located between australia and new zealand,1
what is the capital of germany,1
what is the name of the sea located between spain and portugal,1
what is the capital of russia,1
what is the name of the sea located between china and taiwan,1
what is the capital of nigeria,1
what is the name of the sea located between the philippines and indonesia,1
what is the capital of spain,1
what is the name of the sea located between india and sri lanka,1
what is the capital of peru,1
what is the name of the sea located between iran and saudi arabia,1
what is the capital of france,1
what is the name of the sea located between the united states and mexico,1
what is the capital of egypt,1
what is the name of the sea located between egypt and saudi arabia,1
what is the capital of colombia,1
what is the name of the sea located between china and korea,1
what is the capital of south africa,1
what is the name of the sea located between vietnam and the philippines,1
what is the capital of thailand,1
what is the name of the sea located between japan and china,1
what is the capital of venezuela,1
what is the name of the sea located between australia and indonesia,1
what is the capital of italy,1
what is the name of the sea located between india and the maldives,1
what is the capital of turkey,1
what is the name of the sea located between italy and greece,1
what is the capital of russia,1
what is the name of the sea located between saudi arabia and iran,1
what is the capital of nigeria,1
what is the name of the sea located between oman and pakistan,1
what is the capital of sweden,1
what is the name of the sea located between malaysia and the philippines,1
what is the capital of poland,1
what is the name of the sea located between canada and greenland,1
what is the capital of saudi arabia,1
what is the name of the sea located between somalia and yemen,1
what is the capital of egypt,1
what is the name of the sea located between greece and turkey,1
what is the capital of indonesia,1
what is the name of the sea located between india and sri lanka,1
what is the capital of switzerland,1
what is the name of the sea located between iran and turkmenistan,1
what is the capital of south korea,1
what is the name of the sea located between egypt and saudi arabia,1
what is the capital of norway,1
what is the name of the sea located between china and south korea,1
what is the capital of peru,1
what is the name of the sea located between australia and indonesia,1
what is the capital of jordan,1
what is the name of the sea located between russia and japan,1
what is the capital of ireland,1
what is the name of the sea located between china and taiwan,1
what is the capital of venezuela,1
what is the name of the sea located between chile and antarctica,1
what is the capital of ethiopia,1
what is the name of the sea located between japan and the philippines,1
what is the capital of lebanon,1
what is the name of the sea located between portugal and morocco,1
what is the capital of thailand,1
what is the name of the sea located between italy and croatia,1
what is the capital of belgium,1
what is the name of the sea located between canada and greenland,1
what is the capital of syria,1
what is the name of the sea located between china and vietnam,1
what is the capital of hungary,1
what is the name of the sea located between iran and saudi arabia,1
what is the capital of poland,1
what is the name of the sea located between turkey and ukraine,1
what is the capital of argentina,1
what is the name of the sea located between spain and france,1
what is the capital of brazil,1
what is the name of the sea located between egypt and saudi arabia,1
what is the capital of colombia,1
what is the name of the sea located between mexico and cuba,1
what is the capital of croatia,1
what is the name of the sea located between australia and new zealand,1
what is the capital of denmark,1
what is the name of the sea located between the uk and scandinavia,1
what is the capital of egypt,1
what is the name of the sea located between chile and antarctica,1
what is the capital of finland,1
what is the name of the sea located between indonesia and australia,1
what is the capital of iceland,1
what is the name of the sea located between norway and greenland,1
what is the capital of india,1
what is the name of the sea located between the philippines and indonesia,1
what is the capital of ireland,1
what is the name of the sea located between russia and japan,1
what is the capital of italy,1
what is the name of the sea located between china and korea,1
what is the capital of japan,1
what is the name of the sea located between malaysia and the philippines,1
what is the capital of mexico,1
what is the name of the sea located between russia and alaska,1
what is the capital of the netherlands,1
what is the name of the sea located between the caribbean and the gulf of mexico,1
what is the capital of norway,1
